created_p1,ip_address,time_sec_p1,mc_car_make_1,zip_code,created_p2,time_sec_p2,weeklyTravel,parking,respondentID,created_p3,time_sec_p3,maxdiff1_best,maxdiff1_worst,maxdiff2_best,maxdiff2_worst,maxdiff3_best,maxdiff3_worst,maxdiff4_best,maxdiff4_worst,maxdiff5_best,maxdiff5_worst,maxdiff6_best,maxdiff6_worst,created_p4,time_sec_p4,name_electric_vehicle,max_subsidy,created_p5,time_sec_p5,gender,yearOfBirth,age,income,feedback,total_time_min
2024-07-10T08:44:35Z,172.58.231.203,74,dodge,10453,2024-07-10T03:45:50Z,155,once a week,Driveway/ Carport,4461,2024-07-10T03:49:19Z,149,3,1,4,5,2,5,1,3,1,2,2,4,2024-07-10T03:48:26Z,53,Tesla lucid,6,2024-07-10T03:51:49Z,115,Male,1981,43,"$175,000 to less than $200,000",NA,9.1
2024-07-10T09:11:23Z,174.214.51.138,54,jeep,26181,2024-07-10T04:12:18Z,186,once a week,Driveway/ Carport,973,2024-07-10T04:16:22Z,166,5,4,1,3,1,4,1,4,1,4,1,4,2024-07-10T04:15:24Z,58,Keep wagoneer s,4,2024-07-10T04:19:08Z,99,Male,1966,58,"$200,000 to less than $250,000",NA,9.383333333333333
2024-07-10T09:17:05Z,67.234.22.213,117,honda,24236,2024-07-10T04:19:02Z,272,once a month,Driveway/ Carport,4997,2024-07-10T04:25:08Z,231,4,2,4,1,4,5,3,1,1,4,4,1,2024-07-10T04:23:34Z,94,Tesla,6,2024-07-10T04:28:59Z,147,Male,1932,92,"$60,000 to less than $75,000",NA,14.35
2024-07-11T01:30:45Z,170.249.137.134,334,honda,36527,2024-07-10T20:36:20Z,118,once a week,Driveway/ Carport,4919,2024-07-10T20:39:00Z,116,1,3,4,5,1,4,1,2,2,5,3,4,2024-07-10T20:38:19Z,41,Tesla,6,2024-07-10T20:40:56Z,75,Female,1988,36,"$100,000 to less than $125,000",NA,11.4
2024-07-11T04:15:22Z,174.238.54.128,37,toyota,46044,2024-07-10T23:16:00Z,110,once a week,Driveway/ Carport,1098,2024-07-10T23:18:41Z,183,3,1,1,4,1,5,5,2,3,1,3,1,2024-07-10T23:17:50Z,51,Ford Maverick,6,2024-07-10T23:21:44Z,87,Male,1983,41,"$50,000 to less than $60,000",Domestic vehicles suck,7.8
2024-07-11T05:30:03Z,172.58.0.242,53,lincoln,30342,2024-07-11T00:30:55Z,200,once a week,Shared parking lot,2365,2024-07-11T00:34:50Z,479,4,3,5,3,1,4,5,4,1,5,4,1,2024-07-11T00:34:14Z,37,Mustang Mach-E,6,2024-07-11T00:42:48Z,191,Male,1981,43,"$75,000 to less than $100,000",Current housing of MFH condo will NOT make a pure EV feasible. 40+ year old property that there is no realistic way to setup chargers at home location.,16
2024-07-11T13:47:36Z,50.115.251.199,80,honda,72450,2024-07-11T08:48:56Z,150,once in 2 weeks,"Driveway/ Carport, Prefer not to say",871,2024-07-11T08:52:17Z,218,1,4,3,1,2,4,3,1,1,2,3,5,2024-07-11T08:51:26Z,51,Tesla,5,2024-07-11T08:55:56Z,94,Male,1960,64,"$15,000 to less than $30,000",NA,9.883333333333333
2024-07-11T18:31:41Z,50.4.196.98,62,gmc,48043,2024-07-11T13:32:44Z,183,once a week,"Driveway/ Carport, Single-family garage",4841,2024-07-11T13:37:02Z,152,4,2,2,1,3,1,5,3,2,1,2,3,2024-07-11T13:35:47Z,75,Hummer,6,2024-07-11T13:39:34Z,92,Female,1967,57,"$200,000 to less than $250,000",NA,9.4
2024-07-12T00:28:04Z,70.165.50.90,55,toyota,90631,2024-07-11T19:29:00Z,176,once in 2 weeks,Driveway/ Carport,3684,2024-07-11T19:33:20Z,213,3,5,1,3,2,3,1,2,1,5,4,3,2024-07-11T19:31:56Z,83,Tesla,6,2024-07-11T19:36:54Z,84,Male,1974,50,"$125,000 to less than $150,000",NA,10.183333333333334
2024-07-12T01:45:38Z,184.83.92.163,41,mazda,57110,2024-07-11T20:46:19Z,91,three times a week,"Street Parking, Driveway/ Carport, Single-family garage",4917,2024-07-11T20:48:08Z,175,2,5,3,5,2,5,2,3,2,3,4,3,2024-07-11T20:47:50Z,18,Tesla,4,2024-07-11T20:51:03Z,224,Male,1973,51,"$50,000 to less than $60,000","You should change the “Name an electric car?” question. My computer keeps wanting to change MY name to Tesla in my settings when I answer that question for you. Now I have to change my settings, not pleasant.",9.15
2024-07-12T03:46:03Z,104.189.142.214,126,ford,32583,2024-07-11T22:48:09Z,195,once a month,"Driveway/ Carport, Single-family garage",2993,2024-07-11T22:52:19Z,152,4,2,1,4,3,5,1,4,1,5,3,5,2024-07-11T22:51:24Z,55,Tesla,6,2024-07-11T22:54:51Z,140,Male,1964,60,"$75,000 to less than $100,000",NA,11.133333333333333
2024-07-03T02:29:49Z,100.19.39.162,23,audi,19103,2024-07-02T21:30:13Z,59,once a month,Shared parking lot,3828,2024-07-02T21:31:38Z,37,4,2,2,3,2,1,3,2,3,2,3,2,2024-07-02T21:31:12Z,26,test-Zain,6,2024-07-02T21:32:15Z,43,Male,1987,37,"$60,000 to less than $75,000",Test - Zain,3.1333333333333333
2024-07-03T07:18:07Z,47.36.78.194,77,chevrolet,89423,2024-07-03T02:19:25Z,215,once in 2 weeks,Shared parking garage,4253,2024-07-03T02:23:52Z,185,2,4,3,2,5,4,2,5,4,1,1,5,2024-07-03T02:23:00Z,52,NA,6,2024-07-03T02:26:57Z,122,Male,1948,76,"$75,000 to less than $100,000",NA,10.85
2024-07-03T08:53:48Z,162.217.52.141,121,dodge,23692,2024-07-03T03:55:49Z,367,once a week,Driveway/ Carport,3573,2024-07-03T04:04:22Z,392,4,1,1,3,2,5,2,5,1,5,4,1,2024-07-03T04:01:56Z,146,Tesla,6,2024-07-03T04:10:54Z,178,Male,1945,79,"$125,000 to less than $150,000",NA,20.066666666666666
2024-07-03T09:16:08Z,172.221.30.9,301,ford,89429,2024-07-03T04:21:10Z,224,twice a week,Driveway/ Carport,695,2024-07-03T04:26:09Z,235,4,2,2,4,2,3,5,1,3,1,1,4,2024-07-03T04:24:54Z,74,Tesla,6,2024-07-03T04:30:04Z,413,Male,1948,76,"$30,000 to less than $40,000",NA,20.783333333333335
2024-07-03T09:34:39Z,47.17.73.110,104,bmw,85718,2024-07-03T04:36:23Z,250,once in 2 weeks,Single-family garage,1683,2024-07-03T04:41:43Z,242,2,5,2,5,1,5,1,4,1,5,4,3,2024-07-03T04:40:33Z,69,Tesla,6,2024-07-03T04:45:45Z,165,Male,1961,63,"$125,000 to less than $150,000",I never buy used cars.,13.833333333333334
2024-07-03T09:40:20Z,108.48.99.152,1115,chevrolet,20707,2024-07-03T04:58:55Z,208,once in 2 weeks,"Street Parking, Driveway/ Carport, Single-family garage",3906,2024-07-03T05:03:15Z,175,5,4,2,4,5,2,2,3,1,3,3,1,2024-07-03T05:02:23Z,52,Chevrolet Bolt EV,4,2024-07-03T05:06:11Z,94,Male,1969,55,Prefer not to answer,nope,27.4
2024-07-03T10:26:37Z,72.80.52.154,48,kia,11366,2024-07-03T05:27:26Z,168,once a month,Driveway/ Carport,204,2024-07-03T05:30:56Z,126,4,3,4,3,2,3,2,3,2,1,2,1,2024-07-03T05:30:14Z,41,NA,6,2024-07-03T05:33:03Z,78,Male,1942,82,"$75,000 to less than $100,000",NA,7.683333333333334
2024-07-03T10:59:31Z,197.250.224.244,1446,bmw,10004,2024-07-03T06:23:38Z,95,twice a week,"Single-family garage, Shared parking garage, Shared parking lot",3450,2024-07-03T06:25:44Z,76,4,2,2,1,2,3,2,1,2,1,1,1,2024-07-03T06:25:13Z,30,NA,3,2024-07-03T06:27:01Z,107,Male,2000,24,"$50,000 to less than $60,000",Nil,29.233333333333334
2024-07-03T15:15:14Z,212.102.61.151,191,chevrolet,33014,2024-07-03T10:18:26Z,384,once in 2 weeks,"Street Parking, Single-family garage, Shared parking garage",1472,2024-07-03T10:26:06Z,139,1,3,2,4,3,5,2,4,3,4,2,4,2024-07-03T10:24:51Z,74,NA,5,2024-07-03T10:28:25Z,224,Male,1996,28,"$125,000 to less than $150,000","I like the survey, 
clear questonare and well arranged",16.866666666666667
2024-07-04T05:44:21Z,75.100.63.101,69,toyota,04942,2024-07-04T00:45:29Z,179,once in 2 weeks,Single-family garage,2337,2024-07-04T00:49:10Z,193,4,1,1,4,2,4,1,4,3,2,4,1,2024-07-04T00:48:26Z,46,Tesla,6,2024-07-04T00:52:22Z,98,Male,1962,62,"$15,000 to less than $30,000",NA,9.75
2024-07-04T06:42:15Z,24.59.92.124,84,toyota,13078,2024-07-04T01:43:40Z,255,once a week,"Driveway/ Carport, Single-family garage",3078,2024-07-04T01:48:36Z,141,3,2,4,5,2,1,5,3,5,1,4,5,2024-07-04T01:47:55Z,41,Tesla,6,2024-07-04T01:50:58Z,97,Male,1984,40,"$125,000 to less than $150,000",NA,10.3
2024-07-08T19:08:53Z,65.38.150.10,89,toyota,81122,2024-07-08T14:10:22Z,141,once a week,Driveway/ Carport,98,2024-07-08T14:13:42Z,155,5,4,2,4,3,2,2,5,3,4,4,3,2024-07-08T14:12:43Z,59,Rivian,6,2024-07-08T14:16:17Z,79,Male,1972,52,"$175,000 to less than $200,000",NA,8.716666666666667
2024-07-08T19:37:00Z,70.185.115.89,89,hyundai,32608,2024-07-08T14:38:29Z,146,once a month,Driveway/ Carport,940,2024-07-08T14:41:38Z,171,4,5,4,1,2,3,5,1,2,5,1,5,2024-07-08T14:40:55Z,43,Tesla,6,2024-07-08T14:44:29Z,204,Male,1967,57,"$60,000 to less than $75,000","Some kind of question(s) to determine how much people know about how quickly the value of a vehicle goes down after purchase; gets to the decision on whether to buy used or new.  Buying slightly used gets you much more for your money.
Also the question about how we vote should have an option for ""I don't vote.""",10.883333333333333
2024-07-09T07:20:36Z,207.32.196.219,75,toyota,98926,2024-07-09T02:21:51Z,132,once in 2 weeks,"Driveway/ Carport, Single-family garage",4572,2024-07-09T02:24:50Z,113,1,4,5,4,1,5,1,4,1,5,2,1,2024-07-09T02:24:03Z,47,Tesla,4,2024-07-09T02:26:43Z,615,Male,1968,56,Prefer not to answer,"Why the Latino origin questions?  Why the political questions?  

Look - Electric cars cost way more per mile to drive than a comparable gas vehicle.  Throw in the fact that mass-adoption of electric vehicles is going to wipe out most electric grids because they can’t take the drain.

They cannot be parked indoors because they can burst into flames.  They have to be handled carefully after an accident because they can burst into flames and often do.  They require thousands of tons of materials be mined out looking for Lithium.  Just because the supply chain isn’t within your purview doesn’t make it clean.  

This administration has tried to build public charging facilities to no avail after spending millions to build a handfull of facilities.

Electric cars are difficult and expensive to maintain and taking one off the beaten path where this expertise resides can lead to long-distance towing problems.

I’ll do a plug in Hybrid - but I will never do full electric.",16.366666666666667
2024-07-10T07:04:00Z,24.97.77.166,49,volvo,12204,2024-07-10T02:04:49Z,151,once in 2 weeks,Single-family garage,4679,2024-07-10T02:07:59Z,168,4,5,1,5,1,3,5,2,4,1,1,4,2024-07-10T02:07:20Z,39,Tesla,3,2024-07-10T02:10:47Z,72,Male,1969,55,"$250,000 or more",NA,7.983333333333333
2024-07-10T09:01:29Z,47.45.103.142,84,toyota,96001,2024-07-10T04:02:54Z,189,once a week,"Shared parking garage, Other:",2140,2024-07-10T04:07:01Z,131,4,3,3,5,2,1,5,3,5,1,3,4,2024-07-10T04:06:03Z,58,Tesla,6,2024-07-10T04:09:12Z,200,Prefer not to answer,1965,59,Prefer not to answer,"You asked a lot of questions that have nothing to do with vehicle ownership. None were any of your business, so I marked prefer not to say.",11.033333333333333
2024-07-10T11:09:00Z,99.28.99.146,63,honda,74136,2024-07-10T06:10:04Z,127,once in 2 weeks,Driveway/ Carport,344,2024-07-10T06:13:42Z,124,3,2,5,2,4,5,1,5,3,5,2,3,2024-07-10T06:12:11Z,90,Tesla,4,2024-07-10T06:15:47Z,80,Male,1968,56,"$100,000 to less than $125,000",Easy survey,8.066666666666666
2024-07-10T20:57:01Z,75.174.47.215,48,dodge,83703,2024-07-10T15:57:50Z,255,once in 2 weeks,"Driveway/ Carport, Single-family garage, Other:",3238,2024-07-10T16:03:11Z,249,1,5,5,4,4,1,4,1,4,1,3,4,2024-07-10T16:02:05Z,66,Lucid,6,2024-07-10T16:07:20Z,133,Male,1972,52,"$75,000 to less than $100,000",NA,12.516666666666667
2024-07-10T21:04:03Z,76.36.130.16,42,honda,29154,2024-07-10T16:04:45Z,108,once a month,"Driveway/ Carport, Single-family garage",2321,2024-07-10T16:07:26Z,149,1,5,5,3,5,1,2,3,1,5,1,4,2024-07-10T16:06:34Z,52,"Chevy spark, Nissan leaf",6,2024-07-10T16:09:55Z,274,Male,1993,31,"$50,000 to less than $60,000","I will never finance a vehicle again. I did once, and it was a horrid mistake.",10.416666666666666
2024-07-11T01:02:24Z,172.59.169.25,24744,jeep,63125,2024-07-11T02:54:49Z,242,once a month,"Street Parking, Driveway/ Carport, Single-family garage",1839,2024-07-11T02:59:53Z,171,3,4,4,5,1,4,2,1,4,5,2,5,2024-07-11T02:58:51Z,62,Rivian r1t,2,2024-07-11T03:02:44Z,93,Male,1993,31,"$60,000 to less than $75,000",NA,421.8666666666667
2024-07-11T08:52:57Z,75.58.24.210,102,nissan,60018,2024-07-11T03:54:39Z,187,once in 2 weeks,"Street Parking, Driveway/ Carport, Single-family garage",3845,2024-07-11T03:58:42Z,157,4,2,1,4,5,2,4,1,2,3,3,5,2024-07-11T03:57:46Z,56,Ford Mustang Mach E,6,2024-07-11T04:01:19Z,205,Male,1990,34,"$75,000 to less than $100,000","You have assumed taking out a loan to purchase my next car that is incorrect, I also do not have a car payment but was forced to select an answer that I did. This could skew your results.",11.783333333333333
2024-07-07T03:39:31Z,107.201.76.169,52,hyundai,48069,2024-07-06T22:40:23Z,187,once in 2 weeks,"Street Parking, Driveway/ Carport",2413,2024-07-06T22:44:06Z,150,3,4,4,5,1,5,4,2,1,4,3,4,2024-07-06T22:43:30Z,36,Chevy Bolt,4,2024-07-06T22:46:36Z,98,Male,1968,56,"$150,000 to less than $175,000",NA,8.716666666666667
2024-07-07T11:56:28Z,75.139.218.241,51,chevrolet,99337,2024-07-07T06:57:20Z,125,twice a week,"Driveway/ Carport, Single-family garage",2164,2024-07-07T06:59:58Z,120,1,4,2,4,3,5,2,4,2,1,1,2,2024-07-07T06:59:25Z,33,Tesla,6,2024-07-07T07:01:58Z,67,Male,1991,33,"$125,000 to less than $150,000",NA,6.6
2024-07-07T12:37:17Z,76.144.5.187,142,toyota,97321,2024-07-07T07:39:40Z,210,once a week,Street Parking,700,2024-07-07T07:49:41Z,156,4,1,1,5,3,2,1,3,4,1,3,4,2024-07-07T07:43:10Z,390,"Seriously, you really need to quize this? You really expect Americans do be as dumb as say the average american? Sigh. Chevy Volt, Bolt EV, Spark EV; Ford F150 Lightning, Mustang Electric, Ford Fkn Ranger Electric (yes it was a thing probably before the student assitants were born, you can wikipeida it); Tesla Model S, Y, cyber dumpster, wait I mean Cypertruck that only looks like a dumpster, Nissan Leaf etc etc.",4,2024-07-07T07:52:17Z,367,Male,1972,52,"$100,000 to less than $125,000","This survey really does not capture the thought process of owning a vehicle. I do total cost of ownership (upfront purchase cost, estimated lifetime maintainence cost) fuel cost, etc. Nor does it capture the usage model very well. First and foremost can I camp in in? Currently causally looking at the hatchback market, but that wasn't even an bullet point selection option. Do the rear seats fold flat? What is the ground clearance (although normally I use the pickup truck as an actual pickup truck when I need to do that).",21.083333333333332
2024-07-07T13:26:36Z,136.62.111.171,42,hyundai,78729,2024-07-07T08:27:18Z,122,once in 2 weeks,Shared parking lot,2496,2024-07-07T08:29:55Z,112,4,1,1,4,3,5,2,1,3,1,5,5,2024-07-07T08:29:20Z,34,Tesla,4,2024-07-07T08:31:47Z,75,Male,1976,48,"$30,000 to less than $40,000",NA,6.416666666666667
2024-07-08T11:54:12Z,73.246.94.147,42,bmw,60622,2024-07-08T06:54:54Z,138,once a month,Single-family garage,4047,2024-07-08T06:58:02Z,120,4,1,1,4,3,4,3,5,2,5,2,5,2024-07-08T06:57:12Z,50,Ford Mustang Mach E,4,2024-07-08T07:00:02Z,80,Male,1984,40,"$150,000 to less than $175,000",NA,7.166666666666667
2024-07-08T11:57:03Z,87.249.134.136,60,acura,97402,2024-07-08T06:58:03Z,174,twice a week,Driveway/ Carport,218,2024-07-08T07:01:37Z,139,4,1,4,5,4,5,2,5,4,2,2,1,2024-07-08T07:00:58Z,39,Tesla,6,2024-07-08T07:03:56Z,88,Male,1969,55,"$75,000 to less than $100,000",NA,8.333333333333334
2024-07-09T07:32:20Z,168.75.202.224,75,ram,47501,2024-07-09T02:33:36Z,129,once a week,Single-family garage,2796,2024-07-09T02:36:18Z,140,2,4,4,5,1,2,2,4,3,2,3,1,2024-07-09T02:35:45Z,32,NA,6,2024-07-09T02:38:38Z,112,Male,1966,58,"$75,000 to less than $100,000",I will never ever buy an electric car so stop trying,8.133333333333333
2024-07-09T16:08:40Z,172.56.97.28,53,toyota,34667,2024-07-09T11:09:34Z,149,once in 2 weeks,Driveway/ Carport,1629,2024-07-09T11:13:01Z,105,4,1,3,1,4,5,5,4,5,2,1,2,2024-07-09T11:12:03Z,58,Byd,4,2024-07-09T11:14:46Z,90,Male,1959,65,"$100,000 to less than $125,000",None,7.583333333333333
2024-07-10T08:15:43Z,104.28.57.134,69,volvo,18651,2024-07-10T03:16:53Z,186,once a week,Single-family garage,2391,2024-07-10T03:20:39Z,126,2,5,1,2,1,3,1,5,3,1,2,1,2024-07-10T03:20:00Z,38,Rivian,4,2024-07-10T03:22:46Z,90,Male,1978,46,"$100,000 to less than $125,000",NA,8.483333333333333
2024-07-10T09:08:18Z,72.218.137.197,50,ford,23323,2024-07-10T04:09:09Z,206,once a week,Driveway/ Carport,4801,2024-07-10T04:14:15Z,198,5,1,1,3,3,5,2,4,4,5,1,3,2024-07-10T04:12:35Z,100,Chevrolet Volt,5,2024-07-10T04:17:33Z,73,Non-binary,2003,21,"$60,000 to less than $75,000",NA,10.45
2024-07-10T13:00:28Z,174.206.96.101,86,ford,23294,2024-07-10T08:01:55Z,139,once in 2 weeks,Street Parking,1883,2024-07-10T08:05:04Z,119,5,3,5,4,2,5,5,2,3,1,3,2,2024-07-10T08:04:14Z,49,Tesla Model X,6,2024-07-10T08:07:03Z,587,Male,1997,27,"$125,000 to less than $150,000",NA,16.333333333333332
2024-07-07T02:06:47Z,173.73.227.7,187,buick,20782,2024-07-06T21:09:54Z,95,once in 2 weeks,Street Parking,8,2024-07-06T21:11:43Z,41,3,5,2,3,3,2,4,2,4,2,2,4,2024-07-06T21:11:30Z,13,NA,6,2024-07-06T21:12:24Z,65,Female,1989,35,"$75,000 to less than $100,000",Test - Zain,6.683333333333334
2024-07-07T03:06:03Z,174.242.32.221,75,honda,16412,2024-07-06T22:07:18Z,659,once in 2 weeks,"Driveway/ Carport, Single-family garage",2166,2024-07-06T22:19:05Z,135,4,2,1,3,4,3,5,2,1,2,2,3,2024-07-06T22:18:17Z,48,Leaf,6,2024-07-06T22:21:20Z,94,Male,1971,53,"$200,000 to less than $250,000",NA,16.85
2024-07-08T12:22:55Z,47.157.77.241,43,jeep,90066,2024-07-08T07:23:39Z,122,once a month,Single-family garage,306,2024-07-08T07:26:19Z,319,3,5,5,2,5,4,4,3,5,4,3,1,2024-07-08T07:25:42Z,37,Lucid,4,2024-07-08T07:31:38Z,149,Female,1972,52,Prefer not to answer,"Survey did not take into consideration at all that someone might choose a vehicle for specific features, such as offroad capability, transporting work or recreational equipment, and/or animals.",11.166666666666666
2024-07-08T18:13:22Z,100.4.221.199,67,lexus,12309,2024-07-08T13:14:29Z,159,once a week,Driveway/ Carport,3179,2024-07-08T13:18:08Z,160,2,4,1,2,1,3,2,3,3,2,4,5,2024-07-08T13:17:08Z,60,Tesla,6,2024-07-08T13:20:48Z,110,Male,1970,54,"$200,000 to less than $250,000",NA,9.266666666666667
2024-07-09T07:41:40Z,74.105.8.3,123,mini,07666,2024-07-09T02:43:43Z,266,once in 2 weeks,Driveway/ Carport,457,2024-07-09T02:49:20Z,206,1,3,4,5,3,4,3,2,3,2,4,5,2024-07-09T02:48:10Z,70,Chevy Bolt,4,2024-07-09T02:52:47Z,153,Male,1953,71,"$100,000 to less than $125,000",NA,13.633333333333333
2024-07-10T19:43:25Z,35.144.38.41,174,chevrolet,87508,2024-07-10T14:46:19Z,198,once in 2 weeks,Single-family garage,1146,2024-07-10T14:50:34Z,175,4,5,5,2,1,4,2,3,4,3,3,1,2024-07-10T14:49:37Z,57,Volt,6,2024-07-10T14:53:29Z,98,Male,1949,75,Prefer not to answer,NA,11.7
2024-07-11T05:28:32Z,99.117.89.169,822,ford,38011,2024-07-11T00:42:13Z,473,once in 2 weeks,Driveway/ Carport,1480,2024-07-11T00:51:02Z,343,1,2,1,5,3,2,1,2,3,2,3,2,2024-07-11T00:50:05Z,58,NA,6,2024-07-11T00:56:44Z,454,Male,1939,85,"$30,000 to less than $40,000","Just hope I help just little. I've work in Quality all my life with some top companies in our great country. You never mention the word ""Quality"". So sad we see QC failing in everything.",35.833333333333336
2024-07-11T08:04:53Z,35.145.113.143,100,chevrolet,32808,2024-07-11T03:06:33Z,214,once a week,Driveway/ Carport,3518,2024-07-11T03:11:57Z,216,4,5,2,3,1,5,1,5,4,1,1,2,2024-07-11T03:10:08Z,109,Tesla,6,2024-07-11T03:15:33Z,213,Male,1962,62,"$15,000 to less than $30,000",None,14.2
